,Baso,Ccr7_DC,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,pDC,clone_id,13k_cb
17973,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Clone_1230,17973
17990,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Clone_3284,17990
17992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_3129,17992
18003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1197,18003
18006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5040,18006
18024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_3378,18024
18031,0.3076923076923077,0.0,0.2307692307692307,0.0,0.0,0.0,0.0769230769230769,0.0,0.3846153846153846,0.0,Clone_5709,18031
18038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_2701,18038
18041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8846153846153846,0.1153846153846153,0.0,Clone_5091,18041
18049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1828,18049
18050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4706,18050
18054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clone_321,18054
18065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,Clone_1452,18065
18073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_3660,18073
18075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853658536585366,0.4146341463414634,0.0,Clone_4061,18075
18077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_3426,18077
18082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_3271,18082
18089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2548,18089
18090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5744,18090
18100,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.9743589743589745,0.0,0.0,Clone_3212,18100
18108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clone_1803,18108
18135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4709,18135
18141,0.925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.074074074074074,0.0,0.0,Clone_2862,18141
18164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_668,18164
18168,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,Clone_2565,18168
18173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3272,18173
18183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_2885,18183
18186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4950,18186
18187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,Clone_2939,18187
18188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2147,18188
18193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4057,18193
18202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1364,18202
18212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1113,18212
18221,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_2414,18221
18222,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,Clone_1317,18222
18235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4601,18235
18242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_1378,18242
18244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3720,18244
18255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_4406,18255
18279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_767,18279
18292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_2263,18292
18300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_5139,18300
18301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3485,18301
18322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_5072,18322
18331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1364,18331
18345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_1104,18345
18364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_759,18364
18373,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.3846153846153846,0.0,0.0,0.0,Clone_3364,18373
18375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0555555555555555,0.0,Clone_2577,18375
18379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_1082,18379
18385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.9090909090909092,0.0,Clone_5155,18385
18388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,Clone_1159,18388
18391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Clone_5060,18391
18393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4911,18393
18409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_4086,18409
18414,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_3532,18414
18425,0.0,0.0,0.0,0.4285714285714285,0.0,0.1428571428571428,0.4285714285714285,0.0,0.0,0.0,Clone_2776,18425
18436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_720,18436
18440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5844,18440
18451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4057,18451
18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4462,18464
18465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3918,18465
18486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_5129,18486
18487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4564,18487
18504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_1248,18504
18515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_868,18515
18517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_1193,18517
18519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_126,18519
18527,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clone_2254,18527
18530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.84375,0.0,Clone_3339,18530
18532,0.3076923076923077,0.0,0.2307692307692307,0.0,0.0,0.0,0.0769230769230769,0.0,0.3846153846153846,0.0,Clone_5709,18532
18539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2165,18539
18542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_1378,18542
18544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3087,18544
18550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,Clone_1106,18550
18582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_2404,18582
18605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5440,18605
18623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_524,18623
18631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_535,18631
18636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4606,18636
18637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1074,18637
18644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_5543,18644
18651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142857142857143,0.6857142857142857,0.0,Clone_673,18651
18658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1714,18658
18660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_3230,18660
18683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4852,18683
18729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3492,18729
18741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.8571428571428571,0.0,Clone_4211,18741
18742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4062,18742
18745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,Clone_548,18745
18764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_19,18764
18783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_1109,18783
18796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clone_2961,18796
18808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_1929,18808
18832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,Clone_3567,18832
18834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_598,18834
18859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2485,18859
18865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Clone_5083,18865
18882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_3008,18882
18889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.9166666666666666,0.0,Clone_1041,18889
18893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_680,18893
18898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1673,18898
18903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3674,18903
18907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_1378,18907
18911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1949,18911
18912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3918,18912
18916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_427,18916
18922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2751,18922
18926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5805,18926
18927,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_3393,18927
18931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_3401,18931
18933,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_2414,18933
18941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_3885,18941
18951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2965,18951
18955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_3627,18955
18956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_5356,18956
18962,0.8333333333333334,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_1910,18962
18973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1714285714285714,0.8285714285714286,0.0,Clone_415,18973
18987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4062,18987
18999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.631578947368421,0.0,Clone_704,18999
19000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5436,19000
19016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3668,19016
19017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,Clone_2709,19017
19028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,Clone_979,19028
19048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3207,19048
19063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Clone_5097,19063
19068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3163,19068
19071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_617,19071
19092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_427,19092
19093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1822,19093
19108,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,Clone_2045,19108
19131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,Clone_1452,19131
19137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.8571428571428571,0.0,Clone_4211,19137
19138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4541,19138
19139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_4020,19139
19142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5407,19142
19146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5039,19146
19149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_767,19149
19160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4564,19160
19165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.9523809523809524,0.0,Clone_3473,19165
19171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1074,19171
19189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3918,19189
19190,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_408,19190
19191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_945,19191
19194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,Clone_1093,19194
19196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_625,19196
19214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.175,0.0,Clone_4256,19214
19217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_3480,19217
19226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.8205128205128205,0.0,Clone_3530,19226
19233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_3660,19233
19234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clone_1834,19234
19251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4300,19251
19261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2727,19261
19262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_3247,19262
19287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.5714285714285714,0.0,Clone_3425,19287
19320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4513,19320
19352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4173,19352
19353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4117,19353
19365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1197,19365
19384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_336,19384
19386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_3959,19386
19391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5438,19391
19399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1949,19399
19400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1923,19400
19406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_116,19406
19409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1993,19409
19419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3371,19419
19450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_2289,19450
19458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_2076,19458
19477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_13,19477
19480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_5312,19480
19483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.8205128205128205,0.0,Clone_3530,19483
19484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5040,19484
19497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2686,19497
19498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1364,19498
19499,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clone_4207,19499
19504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5737,19504
19516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4374,19516
19517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_3920,19517
19533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4911,19533
19539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2334,19539
19543,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Clone_5617,19543
19549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5440,19549
19554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_955,19554
19556,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,Clone_1141,19556
19560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3880,19560
19575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4874,19575
19585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,Clone_794,19585
19593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4173,19593
19603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_571,19603
19611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_1647,19611
19612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4323,19612
19615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clone_464,19615
19619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4874,19619
19624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_165,19624
19629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3233,19629
19630,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_2937,19630
19641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1984,19641
19645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_769,19645
19675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_1412,19675
19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5803,19690
19692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_2447,19692
19702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3207,19702
19703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2485,19703
19713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4333,19713
19714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5744,19714
19724,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Clone_2832,19724
19741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3632,19741
19755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,Clone_163,19755
19760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3087,19760
19781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1782,19781
19799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_190,19799
19800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_571,19800
19811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1759,19811
19837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4173,19837
19841,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_2663,19841
19846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_770,19846
19856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2993,19856
19858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,Clone_1219,19858
19859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_781,19859
19865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_125,19865
19874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1949,19874
19883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1909,19883
19884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4057,19884
19897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_338,19897
19905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_3207,19905
19919,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,Clone_283,19919
19927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_5132,19927
19960,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.9333333333333332,0.0,0.0,Clone_4287,19960
19962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2156,19962
19969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clone_3009,19969
19976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1673,19976
19977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.9285714285714286,0.0,Clone_2868,19977
19982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_647,19982
19996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_4172,19996
20019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_5356,20019
20044,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,Clone_5461,20044
20061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4054,20061
20081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.4545454545454545,0.0,Clone_2333,20081
20083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_80,20083
20091,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Clone_5550,20091
20110,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_5772,20110
41510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_5827,41510
41515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clone_216,41515
41592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_1839,41592
41625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_2703,41625
41635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_973,41635
41642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615384615384615,0.5384615384615384,0.0,Clone_2429,41642
41665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_4018,41665
41674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Clone_5284,41674
41713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_4278,41713
41726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_5385,41726
41730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_5602,41730
41737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clone_322,41737
41766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Clone_3098,41766
41798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Clone_1535,41798
